id;firstname;lastname;birthdate;country_id;position;foot;height
415;Borja;Valle Balonga;9.07.1992;158;Forward;right;177
416;Tomi;Juric;22.07.1991;9;Forward;right;191
417;Denis;Glushakov;27.01.1987;141;Midfielder;right;182
418;Yuri;Berchiche Izeta;10.02.1990;158;Defender;left;181
419;Iago;Herrerin Buisan;25.01.1988;158;Goalkeeper;right;187
420;Saul;Niguez Esclapez;21.11.1994;158;Midfielder;left;184
421;Yuning;Zhang;5.01.1997;35;Forward;right;185
422;Lucas;Vazquez Iglesias;1.07.1991;158;Forward;right;173
423;Daniel;Carvajal Ramos;11.01.1992;158;Defender;right;173
424;Omar;Mascarell Gonzalez;2.02.1993;158;Midfielder;right;181
425;Pedro;Mosquera Parada;21.04.1988;158;Midfielder;left;184
426;Denis;Cheryshev;26.12.1990;141;Midfielder;left;179
427;Anastasios;Donis;29.08.1996;184;Forward;right;178
428;Danilo Luiz;da Silva;15.07.1991;23;Defender;right;184
429;Alex Sandro;Lobo Silva;26.01.1991;23;Defender;left;180
430;Nicolas Hernan;Otamendi;12.02.1988;7;Defender;right;183
431;Rolando Jorge;Pires da Fonseca;31.08.1985;28;Defender;right;189
432;Ionut Cristian;Sapunaru;5.04.1984;140;Defender;right;187
433;Joao Filipe;Iria Santos Moutinho;8.09.1986;138;Midfielder;right;170
434;Cristian Gabriel;Rodriguez Barrotti;30.09.1985;186;Midfielder;left;177
435;James David;Rodriguez Rubio;12.07.1991;36;Midfielder;left;180
436;Marc;Janko;25.06.1983;10;Forward;left;196
437;Ezequiel Marcelo;Garay;10.10.1986;7;Defender;right;189
438;Francisco Javier;Garcia Fernandez;8.02.1987;158;Midfielder;right;186
439;Nemanja;Matic;1.08.1988;148;Midfielder;left;194
440;Axel;Witsel;12.01.1989;16;Midfielder;right;188
441;Manuel;Agudo Duran;15.10.1986;158;Forward;right;175
442;Sergio;Mora Sanchez;30.08.1979;158;Midfielder;right;182
443;Rui Pedro;dos Santos Patricio;15.02.1988;138;Goalkeeper;left;190
444;Santiago;Arias Naranjo;13.01.1992;36;Defender;right;175
445;Emiliano Adrian;Insua Zapata;7.01.1989;7;Defender;left;180
446;Daniel Filipe;Martins Carriço;4.08.1988;138;Defender;right;180
447;Andre Martin;Carrillo Diaz;14.06.1991;135;Midfielder;right;181
448;Tommaso;Berni;6.03.1983;82;Goalkeeper;right;185
449;Elderson Uwa;Echiejile;20.01.1988;126;Defender;left;185
450;Adam;Nagy;17.06.1995;74;Midfielder;right;178
451;Danijel;Subasic;27.10.1984;41;Goalkeeper;right;191
452;Alexander;Szymanowski;13.10.1988;7;Midfielder;left;175
453;Marcel Julian;Lizak;15.07.1996;137;Goalkeeper;"""""";192
454;Nahitan Michel;Nandez Acosta;28.12.1995;186;Midfielder;right;171
455;Josip;Elez;25.04.1994;41;Defender;right;189
456;Jan;Oblak;7.01.1993;153;Goalkeeper;right;189
457;Marko;Pjaca;6.05.1995;41;Forward;right;186
458;Michael;Olunga;26.03.1994;87;Forward;left;188
459;Jan;Repas;19.03.1997;153;Midfielder;right;171
460;Adama;Traore;28.06.1995;105;Midfielder;left;180
461;David;Junca Rene;16.11.1993;158;Defender;left;175
462;Ivan;Balliu Campeny;1.01.1992;158;Defender;right;172
463;Carles;Planas Antolinez;4.03.1991;158;Defender;left;173
464;Patricio;Gabarron Gil;17.04.1993;158;Defender;right;184
465;Anaitz;Arbilla Zabala;15.05.1987;158;Defender;right;178
466;Max;Meyer;18.09.1995;64;Midfielder;right;173
467;Abel Enrique;Aguilar Tapia;6.01.1985;36;Midfielder;right;186
468;Pedro Miguel;Braga Rebocho;23.01.1995;138;Defender;left;170
469;Marcos Paulo;Mesquita Lopes;28.12.1995;23;Midfielder;left;174
470;Ricardo Domingos;Barbosa Pereira;6.10.1993;138;Defender;right;175
471;Cedric Ricardo;Alves Soares;31.08.1991;64;Defender;right;172
472;Adrien Sebastian;Perruchet Silva;15.03.1989;61;Midfielder;right;175
473;Ederzito Antonio;Macedo Lopes;22.12.1987;70;Forward;right;188
474;Carles;Gil de Pareja Vicent;22.11.1992;158;Midfielder;left;171
475;Jose Luis;Gaya Pena;25.05.1995;158;Defender;left;172
476;Jozabed;Sanchez Ruiz;8.03.1991;158;Midfielder;right;180
477;Luis Carlos;Correia Pinto;5.05.1985;138;Defender;left;171
478;Ramadan;Sobhi;23.01.1997;52;Midfielder;right;183
479;David Simon;Rodriguez Santana;31.12.1989;158;Defender;right;179
480;Mijat;Gacinovic;8.02.1995;148;Midfielder;right;175
481;Yassine;El Ghanassy;12.07.1990;16;Midfielder;right;173
482;Cheikhou;Kouyate;21.12.1989;147;Midfielder;right;193
483;Lucas Rodrigo;Biglia;30.01.1986;7;Midfielder;right;178
484;Guillaume;Gillet;9.03.1984;16;Midfielder;right;186
485;Pedro Tanausu;Dominguez Placeres;20.09.1990;158;Midfielder;right;169
486;Paulo Andre;Rodrigues de Oliveira;8.01.1991;138;Defender;right;187
487;Jordan Zacharie;Lukaku Menama Mokelenge;25.07.1994;16;Defender;left;183
488;Patrik;Schick;24.01.1996;44;Forward;left;186
489;Roger Beyker;Martinez Tobinson;23.06.1994;36;Forward;right;180
490;Rick;van Drongelen;20.12.1998;122;Defender;left;185
491;William;Silva de Carvalho;7.04.1992;5;Midfielder;right;187
492;Danijel;Milicevic;5.01.1986;166;Midfielder;right;171
493;Gabriel;Fernandez Arenas;10.07.1983;158;Midfielder;right;181
494;Christian;Dell'Orco;10.02.1994;82;Defender;left;183
495;Thomas;Meunier;12.09.1991;16;Defender;right;190
496;Carlos Arturo;Bacca Ahumada;8.09.1986;36;Forward;right;181
497;Maxime;Lestienne;17.06.1992;16;Midfielder;left;176
498;Eiji;Kawashima;20.03.1983;84;Goalkeeper;right;185
499;Anthony Ruben;Lozano Colon;25.04.1993;73;Forward;right;183
500;Alen;Halilovic;18.06.1996;41;Midfielder;left;170
501;Stipe;Perica;7.07.1995;41;Forward;right;192
502;Diego;Rico Salguero;23.02.1993;158;Defender;left;183
503;Mariano;Diaz Mejia;1.08.1993;158;Forward;right;182
504;Edson Andre;Sitoe;8.09.1988;117;Defender;right;188
505;Alfred;Finnbogason;1.02.1989;75;Forward;right;184
506;Julian Omar;Ramos Suarez;26.01.1988;158;Midfielder;left;175
507;Stef;Peeters;9.02.1992;16;Midfielder;left;188
508;Kevin;De Bruyne;28.06.1991;16;Midfielder;right;181
509;Sergio;Leon Limones;6.01.1989;158;Forward;right;178
510;Mikel;Rico Moreno;4.11.1984;158;Midfielder;right;178
511;Odion Jude;Ighalo;16.06.1989;126;Forward;right;181
512;Guilherme;Costa Marques;21.05.1991;23;Midfielder;left;170
513;Daniel Tawiah;Opare;18.10.1990;65;Defender;right;175
514;Felipe;Trevizan Martins;15.05.1987;23;Defender;left;193
515;Birkir;Bjarnason;27.05.1988;75;Midfielder;right;178
516;Ihlas;Bebou;23.04.1994;174;Forward;right;183
517;Michy;Batshuayi Tunga;2.10.1993;16;Forward;right;185
518;Imoh;Ezekiel;24.10.1993;126;Forward;right;178
519;Serge;Gakpe;7.05.1987;61;Forward;right;177
520;Ilya;Kutepov;29.07.1993;141;Defender;right;192
521;Roman;Zobnin;11.02.1994;141;Midfielder;right;182
522;Antonio;Garcia Aranda;7.11.1989;158;Defender;left;179
523;Gerard;Moreno Balaguero;7.04.1992;158;Forward;left;180
524;Ruben Afonso;Borges Semedo;4.04.1994;138;Defender;right;189
525;Edgar Miguel;Ie;1.05.1994;70;Defender;right;178
526;Joao Mario;Naval da Costa Eduardo;19.01.1993;138;Midfielder;right;173
527;Daichi;Kamada;5.08.1996;84;Midfielder;right;180
528;Iuri Jose;Pican�o Medeiros;10.07.1994;138;Forward;left;174
529;Armindo;Tue Na Bangna;24.10.1994;70;Forward;right;173
530;Fernando;Mar�al de Oliveira;19.02.1989;23;Defender;left;178
531;Antonio;Barreca;18.03.1995;82;Defender;left;180
532;Luis;Hernandez Rodriguez;14.04.1989;158;Defender;right;183
533;Daniel;Garcia Carrillo;24.05.1990;158;Midfielder;right;180
534;Malcom Filipe;Silva de Oliveira;26.02.1997;23;Forward;left;171
535;Martin Maximiliano;Mantovani;7.07.1984;7;Defender;right;183
536;David;Alcibiade;26.09.1991;61;Defender;"""""";177
537;Christian Robert;Santos Kwasniewski;24.03.1988;189;Forward;left;184
538;Bruno;Gonzalez Cabrera;24.05.1990;158;Defender;right;185
539;Douglas Luiz;Soares de Paulo;9.05.1998;23;Midfielder;right;178
540;Marlon;Sundermann;16.05.1998;64;Goalkeeper;right;186
541;Andrija;Balic;11.08.1997;41;Midfielder;right;180
542;Ervin;Zukanovic;11.02.1987;21;Defender;left;190
543;Kevin;Danso;19.09.1998;10;Defender;right;190
544;Juan Pablo;Anor Acosta;24.01.1994;189;Midfielder;left;175
545;Alexander;Nubel;30.09.1996;64;Goalkeeper;right;193
546;Lorenzo;Venuti;12.04.1995;82;Defender;right;176
547;Willem;Geubbels;16.08.2001;61;Forward;right;185
548;Jorge Marco;de Oliveira Moraes;28.03.1996;23;Defender;left;184
549;Lucas;Torreira Di Pascua;11.02.1996;186;Midfielder;right;168
550;Sergi;Samper Montana;20.01.1995;158;Midfielder;right;181
551;Sandro;Ramirez Castillo;9.07.1995;158;Forward;right;175
552;Adam;Ounas;11.11.1996;61;Forward;left;172
553;Kevin Olivier;Soni;17.04.1998;30;Midfielder;left;182
554;Andre-Frank;Zambo Anguissa;16.11.1995;30;Midfielder;right;184
555;Lukas;Zima;9.01.1994;44;Goalkeeper;right;196
556;Stefan;Simic;20.01.1995;44;Defender;right;187
557;Rijad;Bajic;6.05.1994;21;Forward;left;189
558;Konrad;Laimer;27.05.1997;10;Midfielder;right;180
559;Deian;Boldor;3.02.1995;140;Defender;left;189
560;Abdou;Diallo;4.05.1996;61;Defender;left;188
561;Dimitry;Bertaud;6.06.1998;61;Goalkeeper;right;180
562;Jeff;Reine-Adelaide;17.01.1998;61;Midfielder;right;183
563;Lebo;Mothiba;28.01.1996;156;Forward;right;182
564;Jeremy;Gelin;24.04.1997;61;Defender;right;182
565;Romain;Perraud;22.09.1997;61;Defender;left;173
566;Marcus;Thuram;6.08.1997;82;Forward;right;192
567;Vahid;Selimovic;3.04.1997;100;Defender;right;190
568;Ederson;Santana de Moraes;17.08.1993;23;Goalkeeper;left;187
569;Christ Emmanuel Faitout;Maouassa;6.07.1998;61;Midfielder;left;170
570;Joris;Gnagnon;13.01.1997;61;Defender;right;182
571;Ivan;Alejo Peralta;10.02.1995;158;Midfielder;right;186
572;Florin;Andone;11.04.1993;140;Forward;right;180
573;Victor;Nilsson Lindelof;17.07.1994;165;Defender;right;187
574;Ruben;Loftus-Cheek;23.01.1996;184;Midfielder;right;191
575;Francesc Aday;Benitez Caraballo;16.12.1987;158;Defender;right;179
576;Timo;Baumgartl;4.03.1996;64;Defender;right;190
577;Jonathan Cristian;Silva;29.06.1994;7;Defender;left;180
578;Thilo;Kehrer;21.09.1996;64;Defender;right;186
579;Kevin;Lasagna;10.08.1992;82;Forward;left;186
580;Lorenco;Simic;15.07.1996;41;Defender;right;195
581;Joseba;Zaldua Bengoetxea;24.06.1992;158;Defender;right;176
582;Kenan;Kodro;19.08.1993;158;Forward;right;187
583;Lassana;Coulibaly;10.04.1996;105;Midfielder;right;175
584;Timo;Stavitski;17.07.1999;60;Midfielder;right;180
585;Jon Ander;Serantes Simon;4.01.1989;158;Goalkeeper;right;184
586;Unai;Bustinza Martinez;2.02.1992;158;Defender;right;175
587;Javier;Eraso Goni;22.03.1990;158;Midfielder;right;180
588;Alexander;Isak;21.09.1999;165;Forward;right;190
589;Esteban;Rolon;25.03.1995;7;Midfielder;right;175
590;Pablo;Fornals Malla;22.02.1996;158;Midfielder;right;179
591;Issiaga;Sylla;1.01.1994;69;Defender;left;180
592;Raul;Garcia Carnero;30.04.1989;158;Defender;left;175
593;Jan;Durica;10.12.1981;152;Defender;left;188
594;Pedro;Lopez Galisteo;21.01.1995;158;Goalkeeper;right;185
595;Nicolas;Janvier;11.08.1998;61;Midfielder;right;173
596;Bingourou;Kamara;21.10.1996;61;Goalkeeper;right;193
597;Ibrahima;Niane;11.03.1999;147;Forward;right;187
598;Simeon;Tochukwu Nwankwo;7.05.1992;126;Forward;right;198
599;Fran�ois;Kamano;1.05.1996;69;Forward;right;175
600;Artur;Yusupov;1.09.1989;141;Midfielder;right;180
601;Sauli;Vaisanen;5.06.1994;60;Defender;right;190
602;Aleksandr;Kokorin;19.03.1991;141;Forward;right;181
603;Alexander;Alegria Moreno;10.10.1992;158;Forward;right;189
604;Pedro Pablo;Hernandez;24.10.1986;7;Midfielder;left;185
605;Hector;Hernandez Ortega;23.05.1991;158;Defender;left;173
606;Pablo;Insua Blanco;9.09.1993;158;Defender;right;187
607;Fyodor;Smolov;9.02.1990;141;Forward;right;187
608;Giovanni Pablo;Simeone;5.07.1995;158;Forward;right;180
609;Wilmar Enrique;Barrios Teran;16.10.1993;36;Midfielder;right;178
610;Olexandr;Kucher;22.10.1982;182;Defender;right;184
611;Willian;Borges da Silva;9.08.1988;23;Midfielder;right;175
612;Douglas;Costa de Souza;14.09.1990;23;Midfielder;left;170
613;Fernando Luiz;Rosa;4.05.1985;23;Midfielder;right;179
614;Ramy;Bensebaini;16.04.1995;3;Defender;left;186
615;Pawel;Jaroszynski;2.10.1994;137;Defender;left;184
616;Bartosz;Kapustka;23.12.1996;137;Midfielder;right;179
617;Ivan;Strinic;17.07.1987;41;Defender;left;186
618;Yevhen;Konoplyanka;29.09.1989;182;Midfielder;right;178
619;Karol;Linetty;2.02.1995;137;Midfielder;right;176
620;Lucas Ariel;Boye;28.02.1996;7;Forward;right;180
621;Nico;Elvedi;30.09.1996;166;Defender;right;189
622;Dennis;Geiger;10.06.1998;64;Midfielder;right;172
623;Danilo Fernando;Avelar;9.06.1989;23;Defender;left;185
624;Lucas;Perez Martinez;10.09.1988;158;Forward;left;180
625;Maksym;Koval;9.12.1992;182;Goalkeeper;right;188
626;Raul;Albentosa Redal;7.09.1988;158;Defender;right;192
627;Serhiy;Rybalka;1.04.1990;182;Midfielder;right;176
628;Brown;Ideye Aide;10.10.1988;126;Forward;right;180
629;Admir;Mehmedi;16.03.1991;127;Forward;right;183
630;Andriy;Yarmolenko;23.10.1989;182;Forward;left;189
631;Milan;Skriniar;11.02.1995;152;Defender;right;188
632;Florian;Kath;21.10.1994;64;Midfielder;left;184
633;Vladlen;Yurchenko;22.01.1994;182;Midfielder;right;181
634;Strahinja;Tanasijevic;12.06.1997;148;Defender;right;183
635;Carlos Andres;Sanchez Arcosa;2.12.1984;186;Midfielder;right;170
636;Vincent;Janssen;15.06.1994;122;Forward;left;183
637;Lucas Pedro;Alves De Lima;10.10.1991;23;Defender;left;178
638;Aleksandar;Prijovic;21.04.1990;166;Forward;right;191
639;Manuel Alejandro;Garcia Sanchez;26.04.1986;158;Midfielder;left;182
640;Leonardo;Carrilho Baptistao;26.08.1993;23;Forward;right;181
641;Ignacio;Vidal Miralles;24.01.1995;158;Defender;right;180
642;Brais;Mendez Portela;7.01.1997;158;Midfielder;left;187
643;Gon�alo Manuel;Ganchinho Guedes;29.11.1996;138;Forward;right;179
644;Benjamin;Verite;21.04.1999;61;Midfielder;right;176
645;Mario Gaspar;Perez Martinez;24.11.1990;158;Defender;right;182
646;Suat;Serdar;11.04.1997;64;Midfielder;right;183
647;Cassio Roberto;Ramos;6.06.1987;23;Goalkeeper;right;195
648;Leandro;Castan da Silva;5.11.1986;23;Defender;left;184
649;Marcos;Aoas Correa;14.05.1994;23;Defender;right;183
650;Thomas;Carrique;26.02.1999;61;Defender;right;170
651;Jose Paulo;Bezzera Maciel Junior;25.07.1988;23;Midfielder;right;182
652;Matheus;Doria Macedo;8.11.1994;23;Defender;left;189
653;Guilherme;dos Santos Torres;5.04.1991;23;Midfielder;right;179
654;Lukasz;Fabianski;18.04.1985;137;Goalkeeper;right;190
655;Damian Emiliano;Martinez;2.09.1992;7;Goalkeeper;right;195
656;Wojciech;Szczesny;18.04.1990;137;Goalkeeper;right;196
657;Johan Danon;Djourou-Gbadjere;18.01.1987;40;Defender;right;191
658;Ignasi;Miquel i Pons;28.09.1992;158;Defender;left;189
659;Bacary;Sagna;14.02.1983;61;Defender;right;176
660;Thomas;Vermaelen;14.11.1985;16;Defender;left;183
661;Francis;Coquelin;13.05.1991;61;Midfielder;right;178
662;Francesco;Cassata;16.07.1997;82;Midfielder;right;183
663;Gary;Cahill;19.12.1985;184;Defender;right;193
664;Thomas;Rodriguez;5.04.1996;7;Midfielder;right;183
665;Wendell;Nascimento Borges;20.07.1993;23;Defender;left;176
666;Milan;Gajic;28.01.1996;148;Defender;right;178
667;Marko;Grujic;13.04.1996;148;Midfielder;right;191
668;Sasa;Lukic;13.08.1996;148;Midfielder;right;183
669;John Michael;Nchekwube Obinna;22.04.1987;126;Midfielder;right;188
670;Salomon Armand Magloire;Kalou;5.08.1985;40;Forward;right;184
671;Romelu;Lukaku Menama;13.05.1993;16;Forward;left;190
672;Fernando Jose;Torres Sanz;20.03.1984;158;Forward;right;186
673;David;de Gea Quintana;7.11.1990;158;Goalkeeper;right;193
674;Phil;Jones;21.02.1992;184;Defender;right;185
675;Rafael;Pereira da Silva;9.07.1990;23;Defender;right;172
676;Luis Carlos;Almeida da Cunha;17.11.1986;28;Midfielder;right;177
677;Jesse;Lingard;15.12.1992;184;Midfielder;right;174
678;Paul;Pogba;15.03.1993;61;Midfielder;right;191
679;Ashley;Young;9.07.1985;184;Defender;right;175
680;Javier;Hernandez Balcazar;1.06.1988;110;Forward;right;175
681;Daniel Nii;Tackie Mensah Welbeck;26.11.1990;184;Forward;right;185
682;Brad;Jones;19.03.1982;9;Goalkeeper;left;194
683;Jose Manuel;Reina Paez;31.08.1982;158;Goalkeeper;right;188
684;Sebastian;Coates Nion;7.10.1990;186;Defender;right;196
685;Rayan;Ait-Nouri;6.06.2001;61;Defender;left;180
686;Jordan Brian;Henderson;17.06.1990;184;Midfielder;right;182
687;Lucas;Pezzini Leiva;9.01.1987;23;Midfielder;right;179
688;Luis Alberto;Suarez Diaz;24.01.1987;186;Forward;right;182
689;Davide;Santon;2.01.1991;82;Defender;right;186
690;Mehdi;Abeid;6.08.1992;61;Midfielder;right;178
691;Carlos Henrique;Casimiro;23.02.1992;23;Midfielder;right;185
692;Willian Jose;da Silva;23.11.1991;23;Forward;right;189
693;Rafael;Cabral Barbosa;20.05.1990;23;Goalkeeper;right;186
694;Paulo Henrique;Chagas de Lima;12.10.1989;23;Midfielder;left;184
695;Anga Dedryck;Boyata;28.11.1990;16;Defender;right;188
696;Felipe;Anderson Pereira Gomes;15.04.1993;23;Midfielder;right;178
697;Neymar;da Silva Santos Junior;5.02.1992;23;Forward;right;175
698;Sehrou;Guirassy;12.03.1996;61;Forward;right;187
699;Salomon Junior;Sambia;7.09.1996;61;Midfielder;right;185
700;Jack;Butland;10.03.1993;184;Goalkeeper;right;196
701;Borja;Valero Iglesias;12.01.1985;158;Midfielder;right;175
702;Jose Miguel;da Rocha Fonte;22.12.1983;138;Defender;right;191
703;Iago;Falque Silva;4.01.1990;158;Forward;left;174
704;Fabrizio;Caligara;12.04.2000;82;Midfielder;left;180
705;Martin;Olsson;17.05.1988;165;Defender;left;178
706;Giovanni;Crociata;11.08.1997;82;Midfielder;right;174
707;Steven N'Kemboanza Mike Christopher;N'Zonzi;15.12.1988;61;Midfielder;right;196
708;Ruben;Rochina Naixes;23.03.1991;158;Midfielder;left;182
709;Ragnar;Sigurdsson;19.06.1986;75;Defender;right;187
710;Marouane;Fellaini-Bakkioui;22.11.1987;16;Midfielder;right;194
711;Rafael;Toloi;10.10.1990;23;Defender;right;185
712;Benoit;Assou-Ekotto;24.03.1984;61;Defender;left;178
713;Kyle;Walker;28.05.1990;184;Defender;right;183
714;Gareth Frank;Bale;16.07.1989;197;Forward;left;185
715;Luka;Modric;9.09.1985;41;Midfielder;right;172
716;Thiago Henrique;Mendes Ribeiro;15.03.1992;23;Midfielder;right;176
717;Sandro;Ranieri Guimaraes Cordeiro;15.03.1989;23;Midfielder;right;187
718;Danny;Rose;2.07.1990;184;Defender;left;174
719;Giovani;dos Santos Ramirez;11.05.1989;110;Forward;left;175
720;Aleksandar;Kolarov;10.11.1985;148;Defender;left;187
721;Vincent;Kompany;10.04.1986;16;Defender;right;193
722;Karim;Rekik;2.12.1994;122;Defender;left;186
723;Stefan;Savic;8.01.1991;115;Defender;right;187
724;Nigel;de Jong;30.11.1984;122;Midfielder;right;174
725;David Josue;Jimenez Silva;8.01.1986;158;Midfielder;left;173
726;Denis;Suarez Fernandez;6.01.1994;158;Midfielder;right;176
727;Sergio Leonel;Aguero del Castillo;2.06.1988;7;Forward;right;173
728;Mario;Barwuah Balotelli;12.08.1990;82;Forward;right;189
729;Edin;Dzeko;17.03.1986;21;Forward;right;193
730;Pablo;Nascimento Castro;21.06.1991;23;Defender;right;188
731;Mile;Jedinak;3.08.1984;9;Midfielder;right;188
732;Cristian David;Pavon;21.01.1996;7;Forward;right;167
733;Fabian;Delph;21.11.1989;184;Midfielder;left;174
734;Ogenyi Eddy;Onazi;25.12.1992;126;Midfielder;right;173
735;Kasper;Schmeichel;5.11.1986;47;Goalkeeper;right;185
736;Simon;Mignolet;6.03.1988;16;Goalkeeper;right;193
737;Ahmed Eissa;El Mohamady Abdel Fattah;9.09.1987;52;Midfielder;right;183
738;Sebastian;Larsson;6.06.1985;165;Midfielder;right;178
739;Stephane;Sessegnon;1.06.1984;18;Midfielder;right;172
740;Gabriel Armando;de Abreu;26.11.1990;23;Defender;right;187
741;Victor;Moses;12.12.1990;126;Midfielder;right;177
742;Franco Matias;Di Santo;7.04.1989;7;Forward;right;193
743;Harry;Maguire;5.03.1993;184;Defender;right;188
744;Guilherme Antonio;Arana Lopes;14.04.1997;23;Defender;left;176
745;Harry;Kane;28.07.1993;184;Forward;right;188
746;Diego Carlos;Santos Silva;15.03.1993;23;Defender;right;185
747;Niccolo;Zanellato;24.06.1998;82;Midfielder;right;187
748;Bright;Gyamfi;20.01.1996;65;Defender;right;180
749;Alexander;Kacaniklic;13.08.1991;165;Midfielder;left;181
750;Kieran;Trippier;19.09.1990;184;Defender;right;178
751;Kamil;Grosicki;8.06.1988;137;Midfielder;right;180
752;Marko;Dmitrovic;24.01.1992;148;Goalkeeper;left;194
753;Andrija;Zivkovic;11.07.1996;148;Midfielder;left;169
754;Nemanja;Radoja;6.02.1993;148;Midfielder;right;186
755;Adel;Taarabt;24.05.1989;116;Midfielder;right;182
756;Corentin;Jean;15.07.1995;61;Forward;right;170
757;Kelechi Promise;Iheanacho;10.03.1996;126;Forward;left;187
758;Jose Rodolfo;Pires Ribeiro;6.02.1992;23;Defender;left;177
759;Robin;Koch;17.07.1996;64;Defender;right;190
760;Kenneth Josiah;Omeruo;17.10.1993;126;Defender;right;185
761;Niklas;Stark;14.04.1995;64;Defender;right;190
762;Marc;Stendera;10.12.1995;64;Midfielder;right;173
763;Timo;Werner;6.03.1996;64;Forward;right;180
